Titulo1=  Dados detalhados das AIH - por local internação - Brasil
Titulo2=Quantidade aprovada por Grupo procedimento segundo Município
Rodape=Período:Set/2008
Nomemapa=c:\tabwin\br_municip.map
"Município";"02 Procedimentos com finalidade diagnóstica";"03 Procedimentos clínicos";"04 Procedimentos cirúrgicos";"05 Transplantes de orgãos, tecidos e células";"06 Medicamentos";"07 Órteses, próteses e materiais especiais";"08 Ações complementares da atenção à saúde";"Total"
"172049 SAO VALERIO";0;0;0;0;0;0;0;0
"172065 SILVANOPOLIS";4;17;0;0;0;0;29;50
"172080 SITIO NOVO DO TOCANTINS";0;0;0;0;0;0;0;0
"172085 SUCUPIRA";0;0;0;0;0;0;0;0
"172090 TAGUATINGA";88;154;15;0;0;0;19;276
"172093 TAIPAS DO TOCANTINS";0;0;0;0;0;0;0;0
"172097 TALISMA";0;0;0;0;0;0;0;0
"172100 PALMAS";10332;5817;1428;0;135;345;5569;23626
"172110 TOCANTINIA";0;0;0;0;0;0;0;0
"172120 TOCANTINOPOLIS";157;170;25;0;0;0;175;527
"172125 TUPIRAMA";0;0;0;0;0;0;0;0
"172130 TUPIRATINS";0;0;0;0;0;0;0;0
"172208 WANDERLANDIA";0;0;0;0;0;0;0;0
"172210 XAMBIOA";179;70;22;0;0;0;126;397
" MUNICIPIO IGNORADO - MA";0;0;0;0;0;0;0;0
"210005 ACAILANDIA";968;532;152;0;0;29;0;1681
"210010 AFONSO CUNHA";0;0;0;0;0;0;0;0
"210015 AGUA DOCE DO MARANHAO";0;0;0;0;0;0;0;0
"210020 ALCANTARA";64;87;15;0;0;0;0;166
"210030 ALDEIAS ALTAS";250;306;3;0;0;0;169;728
"210040 ALTAMIRA DO MARANHAO";0;0;0;0;0;0;0;0
"210043 ALTO ALEGRE DO MARANHAO";0;0;0;0;0;0;0;0
"210047 ALTO ALEGRE DO PINDARE";37;69;15;0;0;0;0;121
"210050 ALTO PARNAIBA";11;410;14;0;0;0;115;550
"210055 AMAPA DO MARANHAO";0;0;0;0;0;0;0;0
"210060 AMARANTE DO MARANHAO";56;127;16;0;0;0;72;271
"210070 ANAJATUBA";24;62;15;0;0;0;0;101
"210080 ANAPURUS";18;102;13;0;0;0;0;133
"210083 APICUM-ACU";0;0;0;0;0;0;0;0
"210087 ARAGUANA";0;0;0;0;0;0;0;0
"210090 ARAIOSES";452;447;45;0;0;0;0;944
"210095 ARAME";162;122;0;0;0;0;0;284
"210100 ARARI";266;93;33;0;0;0;235;627
"210110 AXIXA";14;88;0;0;0;0;0;102
"210120 BACABAL";1855;1560;324;0;0;0;641;4380
"210125 BACABEIRA";0;0;0;0;0;0;0;0
"210130 BACURI";15;41;10;0;0;0;0;66
"210135 BACURITUBA";0;0;0;0;0;0;0;0
"210140 BALSAS";1162;1541;156;0;0;0;97;2956
"210150 BARAO DE GRAJAU";0;56;0;0;0;0;0;56
"210160 BARRA DO CORDA";743;683;160;0;0;0;41;1627
"210170 BARREIRINHAS";102;111;32;0;0;0;0;245
"210173 BELAGUA";0;0;0;0;0;0;0;0
"210177 BELA VISTA DO MARANHAO";0;0;0;0;0;0;0;0
"210180 BENEDITO LEITE";2;18;0;0;0;0;0;20
"210190 BEQUIMAO";12;21;4;0;0;0;0;37
"210193 BERNARDO DO MEARIM";0;0;0;0;0;0;0;0
"210197 BOA VISTA DO GURUPI";0;0;0;0;0;0;0;0
"210200 BOM JARDIM";49;453;47;0;0;0;0;549
"210203 BOM JESUS DAS SELVAS";15;134;0;0;0;0;0;149
"210207 BOM LUGAR";0;0;0;0;0;0;0;0
"210210 BREJO";60;362;22;0;0;0;0;444
"210215 BREJO DE AREIA";0;0;0;0;0;0;0;0
"210220 BURITI";23;150;11;0;0;0;64;248
"210230 BURITI BRAVO";74;292;1;0;0;0;0;367
"210232 BURITICUPU";121;462;48;0;0;0;34;665
"210235 BURITIRANA";0;0;0;0;0;0;0;0
"210237 CACHOEIRA GRANDE";0;0;0;0;0;0;0;0
"210240 CAJAPIO";0;0;0;0;0;0;0;0
"210250 CAJARI";5;75;0;0;0;0;5;85
"210255 CAMPESTRE DO MARANHAO";0;0;0;0;0;0;0;0
"210260 CANDIDO MENDES";0;0;0;0;0;0;0;0
"210270 CANTANHEDE";0;0;0;0;0;0;0;0
"210275 CAPINZAL DO NORTE";16;50;2;0;0;0;0;68
"210280 CAROLINA";140;105;13;0;0;0;257;515
"210290 CARUTAPERA";0;0;0;0;0;0;0;0
"210300 CAXIAS";2323;1523;329;0;1;22;2065;6263
"210310 CEDRAL";21;23;7;0;0;0;0;51
"210312 CENTRAL DO MARANHAO";21;27;0;0;0;0;0;48
"210315 CENTRO DO GUILHERME";0;0;0;0;0;0;0;0
"210317 CENTRO NOVO DO MARANHAO";0;0;0;0;0;0;0;0
"210320 CHAPADINHA";786;1237;117;0;0;0;1056;3196
"210325 CIDELANDIA";5;60;0;0;0;0;0;65
"210330 CODO";4305;1273;222;0;0;0;554;6354
"210340 COELHO NETO";110;254;43;0;0;0;407;814
"210350 COLINAS";224;783;111;0;0;0;97;1215
"210355 CONCEICAO DO LAGO-ACU";0;0;0;0;0;0;0;0
"210360 COROATA";1234;748;167;0;0;0;1299;3448
"210370 CURURUPU";99;195;124;0;0;0;0;418
"210375 DAVINOPOLIS";0;0;0;0;0;0;0;0
"210380 DOM PEDRO";53;101;19;0;0;0;0;173
"210390 DUQUE BACELAR";62;62;0;0;0;0;49;173
"210400 ESPERANTINOPOLIS";40;195;23;0;0;0;0;258
"210405 ESTREITO";33;196;0;0;0;0;0;229
"210407 FEIRA NOVA DO MARANHAO";0;0;0;0;0;0;0;0
"210408 FERNANDO FALCAO";0;0;0;0;0;0;0;0
"210409 FORMOSA DA SERRA NEGRA";0;0;0;0;0;0;0;0
"210410 FORTALEZA DOS NOGUEIRAS";17;77;0;0;0;0;0;94
"210420 FORTUNA";23;43;3;0;0;0;0;69
"210430 GODOFREDO VIANA";0;0;0;0;0;0;0;0
"210440 GONCALVES DIAS";30;64;0;0;0;0;0;94
"210450 GOVERNADOR ARCHER";15;32;4;0;0;0;0;51
"210455 GOVERNADOR EDISON LOBAO";0;39;0;0;0;0;0;39
"210460 GOVERNADOR EUGENIO BARROS";24;49;13;0;0;0;0;86
"210462 GOVERNADOR LUIZ ROCHA";5;31;2;0;0;0;0;38
"210465 GOVERNADOR NEWTON BELLO";0;0;0;0;0;0;0;0
"210467 GOVERNADOR NUNES FREIRE";587;2312;84;0;0;0;794;3777
"210470 GRACA ARANHA";13;41;0;0;0;0;0;54
"210480 GRAJAU";598;553;128;0;0;12;275;1566
"210490 GUIMARAES";17;22;24;0;0;0;0;63
"210500 HUMBERTO DE CAMPOS";27;67;14;0;0;0;0;108
"210510 ICATU";39;77;7;0;0;0;0;123
"210515 IGARAPE DO MEIO";51;30;5;0;0;0;0;86
"210520 IGARAPE GRANDE";18;45;0;0;0;0;0;63
"210530 IMPERATRIZ";4108;1249;478;0;17;73;256;6181
"210535 ITAIPAVA DO GRAJAU";0;0;0;0;0;0;0;0
"210540 ITAPECURU MIRIM";134;439;7;0;0;0;90;670
"210542 ITINGA DO MARANHAO";163;100;12;0;0;0;0;275
"210545 JATOBA";0;0;0;0;0;0;0;0
"210547 JENIPAPO DOS VIEIRAS";0;0;0;0;0;0;0;0
"210550 JOAO LISBOA";3;47;14;0;0;0;63;127
"210560 JOSELANDIA";6;68;0;0;0;0;0;74
"210565 JUNCO DO MARANHAO";0;0;0;0;0;0;0;0
"210570 LAGO DA PEDRA";960;213;50;0;0;0;242;1465
"210580 LAGO DO JUNCO";8;34;0;0;0;0;0;42
"210590 LAGO VERDE";29;33;0;0;0;0;0;62
"210592 LAGOA DO MATO";0;0;0;0;0;0;0;0
"210594 LAGO DOS RODRIGUES";0;0;0;0;0;0;0;0
"210596 LAGOA GRANDE DO MARANHAO";17;25;2;0;0;0;0;44
"210598 LAJEADO NOVO";0;0;0;0;0;0;0;0
"210600 LIMA CAMPOS";8;108;16;0;0;0;36;168
"210610 LORETO";11;240;0;0;0;0;0;251
"210620 LUIS DOMINGUES";0;0;0;0;0;0;0;0
"210630 MAGALHAES DE ALMEIDA";13;230;1;0;0;0;0;244
"210632 MARACACUME";0;0;0;0;0;0;0;0
"210635 MARAJA DO SENA";0;0;0;0;0;0;0;0
"210637 MARANHAOZINHO";0;0;0;0;0;0;0;0
"210640 MATA ROMA";22;144;3;0;0;0;0;169
"210650 MATINHA";63;54;24;0;0;0;0;141
"210660 MATOES";38;110;0;0;0;0;129;277
"210663 MATOES DO NORTE";0;0;0;0;0;0;0;0
"210667 MILAGRES DO MARANHAO";0;0;0;0;0;0;0;0
"210670 MIRADOR";37;176;8;0;0;0;98;319
"210675 MIRANDA DO NORTE";91;75;8;0;0;0;78;252
"210680 MIRINZAL";10;11;33;0;0;0;0;54
"210690 MONCAO";210;93;24;0;0;0;67;394
"210700 MONTES ALTOS";5;62;0;0;0;0;0;67
"210710 MORROS";68;250;23;0;0;0;0;341
"210720 NINA RODRIGUES";2;4;0;0;0;0;0;6
"210725 NOVA COLINAS";3;80;0;0;0;0;0;83
"210730 NOVA IORQUE";0;0;0;0;0;0;0;0
"210735 NOVA OLINDA DO MARANHAO";1920;61;5;0;0;0;0;1986
"210740 OLHO D'AGUA DAS CUNHAS";174;165;10;0;0;0;0;349
"210745 OLINDA NOVA DO MARANHAO";19;49;9;0;0;0;51;128
"210750 PACO DO LUMIAR";81;895;115;0;0;0;348;1439
"210760 PALMEIRANDIA";27;100;41;0;0;0;0;168
"210770 PARAIBANO";90;101;7;0;0;0;171;369
"210780 PARNARAMA";54;199;23;0;0;0;0;276
"210790 PASSAGEM FRANCA";165;575;15;0;0;0;0;755
"210800 PASTOS BONS";36;312;9;0;0;0;0;357
"210805 PAULINO NEVES";0;0;0;0;0;0;0;0
"210810 PAULO RAMOS";31;61;14;0;0;0;0;106
"210820 PEDREIRAS";557;502;55;0;0;0;165;1279
"210825 PEDRO DO ROSARIO";0;0;0;0;0;0;0;0
"210830 PENALVA";89;95;59;0;0;0;0;243
"210840 PERI MIRIM";10;85;0;0;0;0;0;95
"210845 PERITORO";0;0;0;0;0;0;0;0
"210850 PINDARE-MIRIM";155;159;10;0;0;0;2;326
"210860 PINHEIRO";620;263;300;0;0;5;225;1413
"210870 PIO XII";60;51;19;0;0;0;0;130
"210880 PIRAPEMAS";23;49;14;0;0;0;12;98
"210890 POCAO DE PEDRAS";0;69;0;0;0;0;0;69
"210900 PORTO FRANCO";166;242;109;0;0;0;229;746
"210905 PORTO RICO DO MARANHAO";0;0;0;0;0;0;0;0
"210910 PRESIDENTE DUTRA";48;185;65;0;0;0;0;298
"210920 PRESIDENTE JUSCELINO";19;37;4;0;0;0;3;63
"210923 PRESIDENTE MEDICI";0;0;0;0;0;0;0;0
"210927 PRESIDENTE SARNEY";0;0;0;0;0;0;0;0
"210930 PRESIDENTE VARGAS";8;26;0;0;0;0;0;34
"210940 PRIMEIRA CRUZ";11;282;2;0;0;0;0;295
"210945 RAPOSA";9;84;0;0;0;0;0;93
"210950 RIACHAO";78;330;7;0;0;0;56;471
"210955 RIBAMAR FIQUENE";0;0;0;0;0;0;0;0
"210960 ROSARIO";64;324;5;0;0;0;127;520
"210970 SAMBAIBA";0;0;0;0;0;0;0;0
"210975 SANTA FILOMENA DO MARANHAO";1;18;0;0;0;0;0;19
"210980 SANTA HELENA";45;21;6;0;0;0;0;72
"210990 SANTA INES";1300;1464;158;0;0;0;774;3696
"211000 SANTA LUZIA";306;325;66;0;0;0;191;888
"211003 SANTA LUZIA DO PARUA";398;770;7;0;0;0;0;1175
"211010 SANTA QUITERIA DO MARANHAO";32;310;25;0;0;0;0;367
"211020 SANTA RITA";38;74;25;0;0;0;0;137
"211023 SANTANA DO MARANHAO";0;0;0;0;0;0;0;0
"211027 SANTO AMARO DO MARANHAO";1;33;5;0;0;0;0;39
"211030 SANTO ANTONIO DOS LOPES";18;317;21;0;0;0;0;356
"211040 SAO BENEDITO DO RIO PRETO";53;28;15;0;0;0;8;104
"211050 SAO BENTO";43;54;43;0;0;0;0;140
"211060 SAO BERNARDO";50;105;20;0;0;0;0;175
"211065 SAO DOMINGOS DO AZEITAO";0;0;0;0;0;0;0;0
"211070 SAO DOMINGOS DO MARANHAO";69;115;14;0;0;0;0;198
"211080 SAO FELIX DE BALSAS";1;137;0;0;0;0;0;138
"211085 SAO FRANCISCO DO BREJAO";1;28;1;0;0;0;0;30
"211090 SAO FRANCISCO DO MARANHAO";8;133;0;0;0;0;0;141
"211100 SAO JOAO BATISTA";21;62;27;0;0;0;0;110
"211102 SAO JOAO DO CARU";17;48;5;0;0;0;0;70
"211105 SAO JOAO DO PARAISO";0;0;0;0;0;0;0;0
"211107 SAO JOAO DO SOTER";0;0;0;0;0;0;0;0
"211110 SAO JOAO DOS PATOS";132;101;12;0;0;0;69;314
"211120 SAO JOSE DE RIBAMAR";223;417;74;0;0;0;153;867
"211125 SAO JOSE DOS BASILIOS";0;0;0;0;0;0;0;0
"211130 SAO LUIS";45566;37278;3226;12;312;994;24299;111687
"211140 SAO LUIS GONZAGA DO MARANHAO";0;0;0;0;0;0;0;0
"211150 SAO MATEUS DO MARANHAO";242;83;76;0;0;0;23;424
"211153 SAO PEDRO DA AGUA BRANCA";20;45;0;0;0;0;0;65
"211157 SAO PEDRO DOS CRENTES";0;0;0;0;0;0;0;0
"211160 SAO RAIMUNDO DAS MANGABEIRAS";9;311;11;0;0;0;0;331
"211163 SAO RAIMUNDO DO DOCA BEZERRA";0;0;0;0;0;0;0;0
"211167 SAO ROBERTO";0;0;0;0;0;0;0;0
"211170 SAO VICENTE FERRER";150;81;47;0;0;0;0;278
"211172 SATUBINHA";0;0;0;0;0;0;0;0
"211174 SENADOR ALEXANDRE COSTA";3;28;3;0;0;0;18;52
"211176 SENADOR LA ROCQUE";0;0;0;0;0;0;0;0
"211178 SERRANO DO MARANHAO";0;0;0;0;0;0;0;0
"211180 SITIO NOVO";0;0;0;0;0;0;0;0
"211190 SUCUPIRA DO NORTE";10;88;0;0;0;0;0;98
"211195 SUCUPIRA DO RIACHAO";0;0;0;0;0;0;0;0
"211200 TASSO FRAGOSO";5;139;0;0;0;0;27;171
"211210 TIMBIRAS";128;96;5;0;0;0;0;229
"211220 TIMON";825;1003;297;0;2;0;488;2615
"211223 TRIZIDELA DO VALE";54;106;10;0;0;0;0;170
"211227 TUFILANDIA";0;0;0;0;0;0;0;0
"211230 TUNTUM";299;218;85;0;0;0;0;602
"211240 TURIACU";294;266;18;0;0;0;0;578
"211245 TURILANDIA";0;0;0;0;0;0;0;0
"211250 TUTOIA";99;515;35;0;0;0;0;649
"211260 URBANO SANTOS";57;66;1;0;0;0;0;124
"211270 VARGEM GRANDE";24;24;0;0;0;0;0;48
"211280 VIANA";382;368;48;0;0;0;0;798
"211285 VILA NOVA DOS MARTIRIOS";1;30;0;0;0;0;0;31
"211290 VITORIA DO MEARIM";61;46;17;0;0;0;69;193
"211300 VITORINO FREIRE";113;272;54;0;0;0;0;439
"211400 ZE DOCA";19;259;26;0;0;0;0;304
" MUNICIPIO IGNORADO - PI";0;0;0;0;0;0;0;0
"220005 ACAUA";0;0;0;0;0;0;0;0
"220010 AGRICOLANDIA";0;141;0;0;0;0;0;141
"220020 AGUA BRANCA";41;128;31;0;0;0;0;200
"220025 ALAGOINHA DO PIAUI";0;27;0;0;0;0;0;27
"220027 ALEGRETE DO PIAUI";0;0;0;0;0;0;0;0
"220030 ALTO LONGA";3;101;5;0;0;0;26;135
"220040 ALTOS";24;164;21;0;0;0;87;296
"220045 ALVORADA DO GURGUEIA";0;0;0;0;0;0;0;0
"220050 AMARANTE";18;317;0;0;0;0;0;335
"220060 ANGICAL DO PIAUI";0;0;0;0;0;0;0;0
"220070 ANISIO DE ABREU";0;0;0;0;0;0;0;0
"220080 ANTONIO ALMEIDA";0;0;0;0;0;0;0;0
"220090 AROAZES";0;0;0;0;0;0;0;0
"220095 AROEIRAS DO ITAIM";0;0;0;0;0;0;0;0
"220100 ARRAIAL";0;22;0;0;0;0;0;22
"220105 ASSUNCAO DO PIAUI";0;0;0;0;0;0;0;0
"220110 AVELINO LOPES";0;0;0;0;0;0;0;0
"220115 BAIXA GRANDE DO RIBEIRO";0;0;0;0;0;0;0;0
"220117 BARRA D'ALCANTARA";0;0;0;0;0;0;0;0
"220120 BARRAS";316;1237;47;0;0;0;310;1910
"220130 BARREIRAS DO PIAUI";0;0;0;0;0;0;0;0
"220140 BARRO DURO";0;0;0;0;0;0;0;0
"220150 BATALHA";20;96;16;0;0;0;73;205
"220155 BELA VISTA DO PIAUI";0;0;0;0;0;0;0;0
"220157 BELEM DO PIAUI";0;0;0;0;0;0;0;0
"220160 BENEDITINOS";1;86;0;0;0;0;0;87
"220170 BERTOLINIA";0;5;0;0;0;0;0;5
"220173 BETANIA DO PIAUI";0;0;0;0;0;0;0;0
"220177 BOA HORA";0;0;0;0;0;0;0;0
"220180 BOCAINA";0;0;0;0;0;0;0;0
"220190 BOM JESUS";366;169;119;0;0;0;0;654
"220191 BOM PRINCIPIO DO PIAUI";0;0;0;0;0;0;0;0
"220192 BONFIM DO PIAUI";0;0;0;0;0;0;0;0
"220194 BOQUEIRAO DO PIAUI";0;0;0;0;0;0;0;0
"220196 BRASILEIRA";0;0;0;0;0;0;0;0
"220198 BREJO DO PIAUI";0;0;0;0;0;0;0;0
"220200 BURITI DOS LOPES";19;753;0;0;0;0;184;956
"220202 BURITI DOS MONTES";0;115;41;0;0;0;18;174
"220205 CABECEIRAS DO PIAUI";0;0;0;0;0;0;0;0
"220207 CAJAZEIRAS DO PIAUI";0;0;0;0;0;0;0;0
"220208 CAJUEIRO DA PRAIA";0;0;0;0;0;0;0;0
"220209 CALDEIRAO GRANDE DO PIAUI";0;0;0;0;0;0;0;0
"220210 CAMPINAS DO PIAUI";0;0;0;0;0;0;0;0
"220211 CAMPO ALEGRE DO FIDALGO";0;0;0;0;0;0;0;0
"220213 CAMPO GRANDE DO PIAUI";0;0;0;0;0;0;0;0
"220217 CAMPO LARGO DO PIAUI";0;0;0;0;0;0;0;0
"220220 CAMPO MAIOR";534;621;139;0;0;0;0;1294
"220225 CANAVIEIRA";0;117;0;0;0;0;0;117
"220230 CANTO DO BURITI";25;164;14;0;0;0;96;299
"220240 CAPITAO DE CAMPOS";9;41;0;0;0;0;7;57
"220245 CAPITAO GERVASIO OLIVEIRA";0;0;0;0;0;0;0;0
"220250 CARACOL";4;78;0;0;0;0;0;82
"220253 CARAUBAS DO PIAUI";0;0;0;0;0;0;0;0
"220255 CARIDADE DO PIAUI";0;0;0;0;0;0;0;0
"220260 CASTELO DO PIAUI";41;247;22;0;0;0;128;438
"220265 CAXINGO";0;0;0;0;0;0;0;0
"220270 COCAL";9;334;0;0;0;0;92;435
"220271 COCAL DE TELHA";0;0;0;0;0;0;0;0
"220272 COCAL DOS ALVES";0;0;0;0;0;0;0;0
"220273 COIVARAS";0;0;0;0;0;0;0;0
"220275 COLONIA DO GURGUEIA";0;0;0;0;0;0;0;0
"220277 COLONIA DO PIAUI";0;0;0;0;0;0;0;0
"220280 CONCEICAO DO CANINDE";0;0;0;0;0;0;0;0
"220285 CORONEL JOSE DIAS";0;0;0;0;0;0;0;0
"220290 CORRENTE";61;516;40;0;0;0;72;689
"220300 CRISTALANDIA DO PIAUI";0;0;0;0;0;0;0;0
"220310 CRISTINO CASTRO";0;177;0;0;0;0;0;177
"220320 CURIMATA";33;105;28;0;0;0;0;166
"220323 CURRAIS";0;0;0;0;0;0;0;0
"220325 CURRALINHOS";0;0;0;0;0;0;0;0
"220327 CURRAL NOVO DO PIAUI";0;0;0;0;0;0;0;0
"220330 DEMERVAL LOBAO";10;255;11;0;0;0;0;276
"220335 DIRCEU ARCOVERDE";0;0;0;0;0;0;0;0
"220340 DOM EXPEDITO LOPES";0;0;0;0;0;0;0;0
"220342 DOMINGOS MOURAO";0;0;0;0;0;0;0;0
"220345 DOM INOCENCIO";0;0;0;0;0;0;0;0
"220350 ELESBAO VELOSO";17;116;22;0;0;0;168;323
"220360 ELISEU MARTINS";0;0;0;0;0;0;0;0
"220370 ESPERANTINA";105;438;50;0;0;0;256;849
"220375 FARTURA DO PIAUI";0;91;0;0;0;0;0;91
"220380 FLORES DO PIAUI";0;0;0;0;0;0;0;0
"220385 FLORESTA DO PIAUI";0;0;0;0;0;0;0;0
"220390 FLORIANO";1062;624;270;0;3;0;568;2527
"220400 FRANCINOPOLIS";1;9;0;0;0;0;0;10
"220410 FRANCISCO AYRES";0;19;0;0;0;0;0;19
"220415 FRANCISCO MACEDO";0;0;0;0;0;0;0;0
"220420 FRANCISCO SANTOS";0;0;0;0;0;0;0;0
"220430 FRONTEIRAS";11;279;12;0;0;0;0;302
"220435 GEMINIANO";0;0;0;0;0;0;0;0
"220440 GILBUES";13;82;6;0;0;0;0;101
"220450 GUADALUPE";39;242;12;0;0;0;37;330
"220455 GUARIBAS";0;0;0;0;0;0;0;0
"220460 HUGO NAPOLEAO";0;0;0;0;0;0;0;0
"220465 ILHA GRANDE";0;0;0;0;0;0;0;0
"220470 INHUMA";14;89;0;0;0;0;9;112
"220480 IPIRANGA DO PIAUI";6;106;0;0;0;0;0;112
"220490 ISAIAS COELHO";0;0;0;0;0;0;0;0
"220500 ITAINOPOLIS";1;128;0;0;0;0;0;129
"220510 ITAUEIRA";20;149;19;0;0;0;0;188
"220515 JACOBINA DO PIAUI";0;0;0;0;0;0;0;0
"220520 JAICOS";24;367;12;0;0;0;180;583
"220525 JARDIM DO MULATO";0;0;0;0;0;0;0;0
"220527 JATOBA DO PIAUI";0;0;0;0;0;0;0;0
"220530 JERUMENHA";0;0;0;0;0;0;0;0
"220535 JOAO COSTA";0;0;0;0;0;0;0;0
"220540 JOAQUIM PIRES";1;68;0;0;0;0;0;69
"220545 JOCA MARQUES";0;0;0;0;0;0;0;0
"220550 JOSE DE FREITAS";34;376;38;0;0;0;0;448
"220551 JUAZEIRO DO PIAUI";0;0;0;0;0;0;0;0
"220552 JULIO BORGES";0;0;0;0;0;0;0;0
"220553 JUREMA";0;0;0;0;0;0;0;0
"220554 LAGOINHA DO PIAUI";0;0;0;0;0;0;0;0
"220555 LAGOA ALEGRE";0;0;0;0;0;0;0;0
"220556 LAGOA DO BARRO DO PIAUI";0;0;0;0;0;0;0;0
"220557 LAGOA DE SAO FRANCISCO";0;0;0;0;0;0;0;0
"220558 LAGOA DO PIAUI";0;0;0;0;0;0;0;0
"220559 LAGOA DO SITIO";0;0;0;0;0;0;0;0
"220560 LANDRI SALES";7;61;8;0;0;0;21;97
"220570 LUIS CORREIA";55;255;26;0;0;0;0;336
"220580 LUZILANDIA";200;361;29;0;0;0;0;590
"220585 MADEIRO";0;0;0;0;0;0;0;0
"220590 MANOEL EMIDIO";1;7;3;0;0;0;6;17
"220595 MARCOLANDIA";0;0;0;0;0;0;0;0
"220600 MARCOS PARENTE";7;23;0;0;0;0;0;30
"220605 MASSAPE DO PIAUI";0;0;0;0;0;0;0;0
"220610 MATIAS OLIMPIO";6;42;0;0;0;0;0;48
"220620 MIGUEL ALVES";48;412;0;0;0;0;0;460
"220630 MIGUEL LEAO";0;0;0;0;0;0;0;0
"220635 MILTON BRANDAO";0;0;0;0;0;0;0;0
"220640 MONSENHOR GIL";0;0;0;0;0;0;0;0
"220650 MONSENHOR HIPOLITO";0;29;0;0;0;0;0;29
"220660 MONTE ALEGRE DO PIAUI";8;166;0;0;0;0;0;174
"220665 MORRO CABECA NO TEMPO";0;0;0;0;0;0;0;0
"220667 MORRO DO CHAPEU DO PIAUI";0;0;0;0;0;0;0;0
"220669 MURICI DOS PORTELAS";0;0;0;0;0;0;0;0
"220670 NAZARE DO PIAUI";0;0;0;0;0;0;0;0
"220672 NAZARIA";0;0;0;0;0;0;0;0
"220675 NOSSA SENHORA DE NAZARE";0;0;0;0;0;0;0;0
"220680 NOSSA SENHORA DOS REMEDIOS";0;0;0;0;0;0;0;0
"220690 NOVO ORIENTE DO PIAUI";0;60;0;0;0;0;0;60
"220695 NOVO SANTO ANTONIO";0;0;0;0;0;0;0;0
"220700 OEIRAS";634;806;140;0;0;0;445;2025
"220710 OLHO D'AGUA DO PIAUI";0;0;0;0;0;0;0;0
"220720 PADRE MARCOS";0;118;0;0;0;0;0;118
"220730 PAES LANDIM";0;0;0;0;0;0;0;0
"220735 PAJEU DO PIAUI";0;0;0;0;0;0;0;0
"220740 PALMEIRA DO PIAUI";0;0;0;0;0;0;0;0
"220750 PALMEIRAIS";0;42;0;0;0;0;0;42
"220755 PAQUETA";0;0;0;0;0;0;0;0
"220760 PARNAGUA";20;289;14;0;0;0;0;323
"220770 PARNAIBA";4644;2362;738;0;20;13;2831;10608
"220775 PASSAGEM FRANCA DO PIAUI";0;0;0;0;0;0;0;0
"220777 PATOS DO PIAUI";0;0;0;0;0;0;0;0
"220779 PAU D'ARCO DO PIAUI";0;0;0;0;0;0;0;0
"220780 PAULISTANA";115;620;88;0;0;0;268;1091
"220785 PAVUSSU";0;0;0;0;0;0;0;0
"220790 PEDRO II";205;851;47;0;0;0;109;1212
"220793 PEDRO LAURENTINO";0;0;0;0;0;0;0;0
"220795 NOVA SANTA RITA";0;0;0;0;0;0;0;0
"220800 PICOS";1302;2765;486;0;0;9;1006;5568
"220810 PIMENTEIRAS";2;78;0;0;0;0;54;134
"220820 PIO IX";11;67;0;0;0;0;31;109
"220830 PIRACURUCA";66;381;15;0;1;0;21;484
"220840 PIRIPIRI";313;723;91;0;0;0;72;1199
"220850 PORTO";7;111;0;0;0;0;0;118
"220855 PORTO ALEGRE DO PIAUI";0;0;0;0;0;0;0;0
"220860 PRATA DO PIAUI";0;0;0;0;0;0;0;0
"220865 QUEIMADA NOVA";0;0;0;0;0;0;0;0
"220870 REDENCAO DO GURGUEIA";0;0;0;0;0;0;0;0
"220880 REGENERACAO";25;291;0;0;0;0;0;316
"220885 RIACHO FRIO";0;0;0;0;0;0;0;0
"220887 RIBEIRA DO PIAUI";0;0;0;0;0;0;0;0
"220890 RIBEIRO GONCALVES";5;87;0;0;0;0;9;101
"220900 RIO GRANDE DO PIAUI";0;0;0;0;0;0;0;0
"220910 SANTA CRUZ DO PIAUI";3;145;0;0;0;0;0;148
"220915 SANTA CRUZ DOS MILAGRES";0;0;0;0;0;0;0;0
"220920 SANTA FILOMENA";0;0;0;0;0;0;0;0
"220930 SANTA LUZ";0;0;0;0;0;0;0;0
"220935 SANTANA DO PIAUI";0;0;0;0;0;0;0;0
"220937 SANTA ROSA DO PIAUI";0;0;0;0;0;0;0;0
"220940 SANTO ANTONIO DE LISBOA";0;0;0;0;0;0;0;0
"220945 SANTO ANTONIO DOS MILAGRES";0;0;0;0;0;0;0;0
"220950 SANTO INACIO DO PIAUI";0;0;0;0;0;0;0;0
"220955 SAO BRAZ DO PIAUI";0;0;0;0;0;0;0;0
"220960 SAO FELIX DO PIAUI";0;0;0;0;0;0;0;0
"220965 SAO FRANCISCO DE ASSIS DO PIAUI";0;0;0;0;0;0;0;0
"220970 SAO FRANCISCO DO PIAUI";0;0;0;0;0;0;0;0
"220975 SAO GONCALO DO GURGUEIA";0;0;0;0;0;0;0;0
"220980 SAO GONCALO DO PIAUI";0;0;0;0;0;0;0;0
"220985 SAO JOAO DA CANABRAVA";0;0;0;0;0;0;0;0
"220987 SAO JOAO DA FRONTEIRA";0;0;0;0;0;0;0;0
"220990 SAO JOAO DA SERRA";0;0;0;0;0;0;0;0
"220995 SAO JOAO DA VARJOTA";0;0;0;0;0;0;0;0
"220997 SAO JOAO DO ARRAIAL";0;0;0;0;0;0;0;0
"221000 SAO JOAO DO PIAUI";194;87;29;0;0;0;97;407
